"";"ano";"CNAE1";"X20";"n"
"23414";2015;"Atividades imobili?rias";"AC";7
"23415";2015;"Atividades imobili?rias";"AL";90
"23416";2015;"Atividades imobili?rias";"AM";43
"23417";2015;"Atividades imobili?rias";"AP";9
"23418";2015;"Atividades imobili?rias";"BA";362
"23419";2015;"Atividades imobili?rias";"CE";261
"23420";2015;"Atividades imobili?rias";"DF";249
"23421";2015;"Atividades imobili?rias";"ES";199
"23422";2015;"Atividades imobili?rias";"EX";57
"23423";2015;"Atividades imobili?rias";"GO";415
"23424";2015;"Atividades imobili?rias";"MA";112
"23425";2015;"Atividades imobili?rias";"MG";1019
"23426";2015;"Atividades imobili?rias";"MS";96
"23427";2015;"Atividades imobili?rias";"MT";159
"23428";2015;"Atividades imobili?rias";"PA";116
"23429";2015;"Atividades imobili?rias";"PB";70
"23430";2015;"Atividades imobili?rias";"PE";237
"23431";2015;"Atividades imobili?rias";"PI";43
"23432";2015;"Atividades imobili?rias";"PR";969
"23433";2015;"Atividades imobili?rias";"RJ";677
"23434";2015;"Atividades imobili?rias";"RN";122
"23435";2015;"Atividades imobili?rias";"RO";34
"23436";2015;"Atividades imobili?rias";"RR";5
"23437";2015;"Atividades imobili?rias";"RS";733
"23438";2015;"Atividades imobili?rias";"SC";842
"23439";2015;"Atividades imobili?rias";"SE";68
"23440";2015;"Atividades imobili?rias";"SP";4221
"23441";2015;"Atividades imobili?rias";"TO";51
"23442";2015;"Atividades profissionais, científicas e técnicas";"AC";79
"23443";2015;"Atividades profissionais, científicas e técnicas";"AL";342
"23444";2015;"Atividades profissionais, científicas e técnicas";"AM";457
"23445";2015;"Atividades profissionais, científicas e técnicas";"AP";71
"23446";2015;"Atividades profissionais, científicas e técnicas";"BA";1860
"23447";2015;"Atividades profissionais, científicas e técnicas";"CE";1060
"23448";2015;"Atividades profissionais, científicas e técnicas";"DF";1058
"23449";2015;"Atividades profissionais, científicas e técnicas";"ES";864
"23450";2015;"Atividades profissionais, científicas e técnicas";"EX";157
"23451";2015;"Atividades profissionais, científicas e técnicas";"GO";1528
"23452";2015;"Atividades profissionais, científicas e técnicas";"MA";528
"23453";2015;"Atividades profissionais, científicas e técnicas";"MG";4433
"23454";2015;"Atividades profissionais, científicas e técnicas";"MS";584
"23455";2015;"Atividades profissionais, científicas e técnicas";"MT";762
"23456";2015;"Atividades profissionais, científicas e técnicas";"PA";717
"23457";2015;"Atividades profissionais, científicas e técnicas";"PB";426
"23458";2015;"Atividades profissionais, científicas e técnicas";"PE";1056
"23459";2015;"Atividades profissionais, científicas e técnicas";"PI";285
"23460";2015;"Atividades profissionais, científicas e técnicas";"PR";2978
"23461";2015;"Atividades profissionais, científicas e técnicas";"RJ";4635
"23462";2015;"Atividades profissionais, científicas e técnicas";"RN";491
"23463";2015;"Atividades profissionais, científicas e técnicas";"RO";268
"23464";2015;"Atividades profissionais, científicas e técnicas";"RR";68
"23465";2015;"Atividades profissionais, científicas e técnicas";"RS";2783
"23466";2015;"Atividades profissionais, científicas e técnicas";"SC";2200
"23467";2015;"Atividades profissionais, científicas e técnicas";"SE";247
"23468";2015;"Atividades profissionais, científicas e técnicas";"SP";14186
"23469";2015;"Atividades profissionais, científicas e técnicas";"TO";230
"23470";2015;"Comércio; reparação de veículos automotores e motocicletas";"AC";552
"23471";2015;"Comércio; reparação de veículos automotores e motocicletas";"AL";2558
"23472";2015;"Comércio; reparação de veículos automotores e motocicletas";"AM";2332
"23473";2015;"Comércio; reparação de veículos automotores e motocicletas";"AP";515
"23474";2015;"Comércio; reparação de veículos automotores e motocicletas";"BA";13656
"23475";2015;"Comércio; reparação de veículos automotores e motocicletas";"CE";8132
"23476";2015;"Comércio; reparação de veículos automotores e motocicletas";"DF";3171
"23477";2015;"Comércio; reparação de veículos automotores e motocicletas";"ES";4860
"23478";2015;"Comércio; reparação de veículos automotores e motocicletas";"EX";134
"23479";2015;"Comércio; reparação de veículos automotores e motocicletas";"GO";8429
"23480";2015;"Comércio; reparação de veículos automotores e motocicletas";"MA";4784
"23481";2015;"Comércio; reparação de veículos automotores e motocicletas";"MG";21998
"23482";2015;"Comércio; reparação de veículos automotores e motocicletas";"MS";3427
"23483";2015;"Comércio; reparação de veículos automotores e motocicletas";"MT";4205
"23484";2015;"Comércio; reparação de veículos automotores e motocicletas";"PA";5980
"23485";2015;"Comércio; reparação de veículos automotores e motocicletas";"PB";3767
"23486";2015;"Comércio; reparação de veículos automotores e motocicletas";"PE";7049
"23487";2015;"Comércio; reparação de veículos automotores e motocicletas";"PI";3076
"23488";2015;"Comércio; reparação de veículos automotores e motocicletas";"PR";13602
"23489";2015;"Comércio; reparação de veículos automotores e motocicletas";"RJ";17984
"23490";2015;"Comércio; reparação de veículos automotores e motocicletas";"RN";3516
"23491";2015;"Comércio; reparação de veículos automotores e motocicletas";"RO";1473
"23492";2015;"Comércio; reparação de veículos automotores e motocicletas";"RR";437
"23493";2015;"Comércio; reparação de veículos automotores e motocicletas";"RS";11658
"23494";2015;"Comércio; reparação de veículos automotores e motocicletas";"SC";8141
"23495";2015;"Comércio; reparação de veículos automotores e motocicletas";"SE";1556
"23496";2015;"Comércio; reparação de veículos automotores e motocicletas";"SP";50384
"23497";2015;"Comércio; reparação de veículos automotores e motocicletas";"TO";1837
"23498";2015;"Construção";"AC";59
"23499";2015;"Construção";"AL";381
"23500";2015;"Construção";"AM";378
"23501";2015;"Construção";"AP";101
"23502";2015;"Construção";"BA";2380
"23503";2015;"Construção";"CE";1143
"23504";2015;"Construção";"DF";1073
"23505";2015;"Construção";"ES";1731
"23506";2015;"Construção";"EX";53
"23507";2015;"Construção";"GO";2275
"23508";2015;"Construção";"MA";553
"23509";2015;"Construção";"MG";7536
"23510";2015;"Construção";"MS";1153
"23511";2015;"Construção";"MT";1433
"23512";2015;"Construção";"PA";862
"23513";2015;"Construção";"PB";629
"23514";2015;"Construção";"PE";1118
"23515";2015;"Construção";"PI";464
"23516";2015;"Construção";"PR";6281
"23517";2015;"Construção";"RJ";5960
"23518";2015;"Construção";"RN";643
"23519";2015;"Construção";"RO";347
"23520";2015;"Construção";"RR";65
"23521";2015;"Construção";"RS";5568
"23522";2015;"Construção";"SC";3981
"23523";2015;"Construção";"SE";284
"23524";2015;"Construção";"SP";17945
"23525";2015;"Construção";"TO";448
"23526";2015;"Educação";"AC";20
"23527";2015;"Educação";"AL";174
"23528";2015;"Educação";"AM";151
"23529";2015;"Educação";"AP";21
"23530";2015;"Educação";"BA";953
"23531";2015;"Educação";"CE";637
"23532";2015;"Educação";"DF";492
"23533";2015;"Educação";"ES";380
"23534";2015;"Educação";"EX";10
"23535";2015;"Educação";"GO";638
"23536";2015;"Educação";"MA";297
"23537";2015;"Educação";"MG";2130
"23538";2015;"Educação";"MS";178
"23539";2015;"Educação";"MT";297
"23540";2015;"Educação";"PA";352
"23541";2015;"Educação";"PB";227
"23542";2015;"Educação";"PE";578
"23543";2015;"Educação";"PI";155
"23544";2015;"Educação";"PR";1446
"23545";2015;"Educação";"RJ";2736
"23546";2015;"Educação";"RN";239
"23547";2015;"Educação";"RO";68
"23548";2015;"Educação";"RR";18
"23549";2015;"Educação";"RS";1275
"23550";2015;"Educação";"SC";956
"23551";2015;"Educação";"SE";124
"23552";2015;"Educação";"SP";8004
"23553";2015;"Educação";"TO";86
"23554";2015;"Eletricidade e gás";"BA";19
"23555";2015;"Eletricidade e gás";"CE";21
"23556";2015;"Eletricidade e gás";"DF";4
"23557";2015;"Eletricidade e gás";"ES";3
"23558";2015;"Eletricidade e gás";"EX";10
"23559";2015;"Eletricidade e gás";"GO";7
"23560";2015;"Eletricidade e gás";"MA";1
"23561";2015;"Eletricidade e gás";"MG";25
"23562";2015;"Eletricidade e gás";"MS";4
"23563";2015;"Eletricidade e gás";"MT";17
"23564";2015;"Eletricidade e gás";"PA";2
"23565";2015;"Eletricidade e gás";"PE";13
"23566";2015;"Eletricidade e gás";"PI";18
"23567";2015;"Eletricidade e gás";"PR";42
"23568";2015;"Eletricidade e gás";"RJ";47
"23569";2015;"Eletricidade e gás";"RN";25
"23570";2015;"Eletricidade e gás";"RO";4
"23571";2015;"Eletricidade e gás";"RS";12
"23572";2015;"Eletricidade e gás";"SC";34
"23573";2015;"Eletricidade e gás";"SE";1
"23574";2015;"Eletricidade e gás";"SP";47
"23575";2015;"Eletricidade e gás";"TO";6
"23576";2015;"Indústrias de transformação ";"AC";66
"23577";2015;"Indústrias de transformação ";"AL";541
"23578";2015;"Indústrias de transformação ";"AM";447
"23579";2015;"Indústrias de transformação ";"AP";73
"23580";2015;"Indústrias de transformação ";"BA";2852
"23581";2015;"Indústrias de transformação ";"CE";2248
"23582";2015;"Indústrias de transformação ";"DF";991
"23583";2015;"Indústrias de transformação ";"ES";1892
"23584";2015;"Indústrias de transformação ";"EX";153
"23585";2015;"Indústrias de transformação ";"GO";2638
"23586";2015;"Indústrias de transformação ";"MA";661
"23587";2015;"Indústrias de transformação ";"MG";8250
"23588";2015;"Indústrias de transformação ";"MS";808
"23589";2015;"Indústrias de transformação ";"MT";1114
"23590";2015;"Indústrias de transformação ";"PA";1108
"23591";2015;"Indústrias de transformação ";"PB";810
"23592";2015;"Indústrias de transformação ";"PE";2071
"23593";2015;"Indústrias de transformação ";"PI";534
"23594";2015;"Indústrias de transformação ";"PR";5122
"23595";2015;"Indústrias de transformação ";"RJ";6330
"23596";2015;"Indústrias de transformação ";"RN";812
"23597";2015;"Indústrias de transformação ";"RO";330
"23598";2015;"Indústrias de transformação ";"RR";60
"23599";2015;"Indústrias de transformação ";"RS";4366
"23600";2015;"Indústrias de transformação ";"SC";4310
"23601";2015;"Indústrias de transformação ";"SE";374
"23602";2015;"Indústrias de transformação ";"SP";16398
"23603";2015;"Indústrias de transformação ";"TO";389
"23604";2015;"Indústrias extrativas";"AC";1
"23605";2015;"Indústrias extrativas";"AL";2
"23606";2015;"Indústrias extrativas";"AM";3
"23607";2015;"Indústrias extrativas";"AP";2
"23608";2015;"Indústrias extrativas";"BA";57
"23609";2015;"Indústrias extrativas";"CE";15
"23610";2015;"Indústrias extrativas";"DF";1
"23611";2015;"Indústrias extrativas";"ES";25
"23612";2015;"Indústrias extrativas";"EX";10
"23613";2015;"Indústrias extrativas";"GO";20
"23614";2015;"Indústrias extrativas";"MA";12
"23615";2015;"Indústrias extrativas";"MG";125
"23616";2015;"Indústrias extrativas";"MS";8
"23617";2015;"Indústrias extrativas";"MT";27
"23618";2015;"Indústrias extrativas";"PA";13
"23619";2015;"Indústrias extrativas";"PB";10
"23620";2015;"Indústrias extrativas";"PE";4
"23621";2015;"Indústrias extrativas";"PI";7
"23622";2015;"Indústrias extrativas";"PR";29
"23623";2015;"Indústrias extrativas";"RJ";43
"23624";2015;"Indústrias extrativas";"RN";13
"23625";2015;"Indústrias extrativas";"RO";9
"23626";2015;"Indústrias extrativas";"RS";43
"23627";2015;"Indústrias extrativas";"SC";18
"23628";2015;"Indústrias extrativas";"SE";8
"23629";2015;"Indústrias extrativas";"SP";23
"23630";2015;"Indústrias extrativas";"TO";6
"23631";2015;"Informação e comunicação";"AC";21
"23632";2015;"Informação e comunicação";"AL";122
"23633";2015;"Informação e comunicação";"AM";132
"23634";2015;"Informação e comunicação";"AP";22
"23635";2015;"Informação e comunicação";"BA";468
"23636";2015;"Informação e comunicação";"CE";320
"23637";2015;"Informação e comunicação";"DF";442
"23638";2015;"Informação e comunicação";"ES";225
"23639";2015;"Informação e comunicação";"EX";80
"23640";2015;"Informação e comunicação";"GO";338
"23641";2015;"Informação e comunicação";"MA";128
"23642";2015;"Informação e comunicação";"MG";1162
"23643";2015;"Informação e comunicação";"MS";141
"23644";2015;"Informação e comunicação";"MT";155
"23645";2015;"Informação e comunicação";"PA";202
"23646";2015;"Informação e comunicação";"PB";159
"23647";2015;"Informação e comunicação";"PE";365
"23648";2015;"Informação e comunicação";"PI";85
"23649";2015;"Informação e comunicação";"PR";997
"23650";2015;"Informação e comunicação";"RJ";1790
"23651";2015;"Informação e comunicação";"RN";132
"23652";2015;"Informação e comunicação";"RO";43
"23653";2015;"Informação e comunicação";"RR";16
"23654";2015;"Informação e comunicação";"RS";737
"23655";2015;"Informação e comunicação";"SC";690
"23656";2015;"Informação e comunicação";"SE";57
"23657";2015;"Informação e comunicação";"SP";7281
"23658";2015;"Informação e comunicação";"TO";45
"23659";2015;"Organismos internacionais e outras instituições extraterritoriais";"DF";3
"23660";2015;"Organismos internacionais e outras instituições extraterritoriais";"EX";2
"23661";2015;"Organismos internacionais e outras instituições extraterritoriais";"MG";1
"23662";2015;"Organismos internacionais e outras instituições extraterritoriais";"PE";3
"23663";2015;"Organismos internacionais e outras instituições extraterritoriais";"RJ";1
"23664";2015;"Organismos internacionais e outras instituições extraterritoriais";"SP";3
"23665";2015;"Outras atividades de serviços";"AC";152
"23666";2015;"Outras atividades de serviços";"AL";725
"23667";2015;"Outras atividades de serviços";"AM";756
"23668";2015;"Outras atividades de serviços";"AP";170
"23669";2015;"Outras atividades de serviços";"BA";4324
"23670";2015;"Outras atividades de serviços";"CE";2609
"23671";2015;"Outras atividades de serviços";"DF";1728
"23672";2015;"Outras atividades de serviços";"ES";2206
"23673";2015;"Outras atividades de serviços";"EX";7
"23674";2015;"Outras atividades de serviços";"GO";3055
"23675";2015;"Outras atividades de serviços";"MA";1392
"23676";2015;"Outras atividades de serviços";"MG";10786
"23677";2015;"Outras atividades de serviços";"MS";1193
"23678";2015;"Outras atividades de serviços";"MT";1454
"23679";2015;"Outras atividades de serviços";"PA";1549
"23680";2015;"Outras atividades de serviços";"PB";1126
"23681";2015;"Outras atividades de serviços";"PE";2215
"23682";2015;"Outras atividades de serviços";"PI";945
"23683";2015;"Outras atividades de serviços";"PR";5805
"23684";2015;"Outras atividades de serviços";"RJ";8867
"23685";2015;"Outras atividades de serviços";"RN";1107
"23686";2015;"Outras atividades de serviços";"RO";526
"23687";2015;"Outras atividades de serviços";"RR";142
"23688";2015;"Outras atividades de serviços";"RS";5069
"23689";2015;"Outras atividades de serviços";"SC";3730
"23690";2015;"Outras atividades de serviços";"SE";646
"23691";2015;"Outras atividades de serviços";"SP";23501
"23692";2015;"Outras atividades de serviços";"TO";802
"23693";2015;"Saúde humana e serviços sociais ";"AC";33
"23694";2015;"Saúde humana e serviços sociais ";"AL";144
"23695";2015;"Saúde humana e serviços sociais ";"AM";164
"23696";2015;"Saúde humana e serviços sociais ";"AP";46
"23697";2015;"Saúde humana e serviços sociais ";"BA";1249
"23698";2015;"Saúde humana e serviços sociais ";"CE";509
"23699";2015;"Saúde humana e serviços sociais ";"DF";516
"23700";2015;"Saúde humana e serviços sociais ";"ES";370
"23701";2015;"Saúde humana e serviços sociais ";"EX";5
"23702";2015;"Saúde humana e serviços sociais ";"GO";695
"23703";2015;"Saúde humana e serviços sociais ";"MA";318
"23704";2015;"Saúde humana e serviços sociais ";"MG";2122
"23705";2015;"Saúde humana e serviços sociais ";"MS";268
"23706";2015;"Saúde humana e serviços sociais ";"MT";414
"23707";2015;"Saúde humana e serviços sociais ";"PA";368
"23708";2015;"Saúde humana e serviços sociais ";"PB";210
"23709";2015;"Saúde humana e serviços sociais ";"PE";578
"23710";2015;"Saúde humana e serviços sociais ";"PI";228
"23711";2015;"Saúde humana e serviços sociais ";"PR";1492
"23712";2015;"Saúde humana e serviços sociais ";"RJ";2013
"23713";2015;"Saúde humana e serviços sociais ";"RN";241
"23714";2015;"Saúde humana e serviços sociais ";"RO";128
"23715";2015;"Saúde humana e serviços sociais ";"RR";18
"23716";2015;"Saúde humana e serviços sociais ";"RS";1067
"23717";2015;"Saúde humana e serviços sociais ";"SC";713
"23718";2015;"Saúde humana e serviços sociais ";"SE";152
"23719";2015;"Saúde humana e serviços sociais ";"SP";6198
"23720";2015;"Saúde humana e serviços sociais ";"TO";124
"23721";2015;"Serviços domésticos";"AC";1
"23722";2015;"Serviços domésticos";"AL";27
"23723";2015;"Serviços domésticos";"AM";8
"23724";2015;"Serviços domésticos";"BA";251
"23725";2015;"Serviços domésticos";"CE";122
"23726";2015;"Serviços domésticos";"DF";106
"23727";2015;"Serviços domésticos";"ES";164
"23728";2015;"Serviços domésticos";"GO";173
"23729";2015;"Serviços domésticos";"MA";21
"23730";2015;"Serviços domésticos";"MG";894
"23731";2015;"Serviços domésticos";"MS";62
"23732";2015;"Serviços domésticos";"MT";41
"23733";2015;"Serviços domésticos";"PA";29
"23734";2015;"Serviços domésticos";"PB";39
"23735";2015;"Serviços domésticos";"PE";144
"23736";2015;"Serviços domésticos";"PI";35
"23737";2015;"Serviços domésticos";"PR";541
"23738";2015;"Serviços domésticos";"RJ";651
"23739";2015;"Serviços domésticos";"RN";51
"23740";2015;"Serviços domésticos";"RO";11
"23741";2015;"Serviços domésticos";"RR";1
"23742";2015;"Serviços domésticos";"RS";543
"23743";2015;"Serviços domésticos";"SC";266
"23744";2015;"Serviços domésticos";"SE";25
"23745";2015;"Serviços domésticos";"SP";1773
"23746";2015;"Serviços domésticos";"TO";20
"23747";2015;"Transporte, armazenagem e correio";"AC";37
"23748";2015;"Transporte, armazenagem e correio";"AL";391
"23749";2015;"Transporte, armazenagem e correio";"AM";237
"23750";2015;"Transporte, armazenagem e correio";"AP";39
"23751";2015;"Transporte, armazenagem e correio";"BA";1943
"23752";2015;"Transporte, armazenagem e correio";"CE";899
"23753";2015;"Transporte, armazenagem e correio";"DF";506
"23754";2015;"Transporte, armazenagem e correio";"ES";753
"23755";2015;"Transporte, armazenagem e correio";"EX";35
"23756";2015;"Transporte, armazenagem e correio";"GO";1247
"23757";2015;"Transporte, armazenagem e correio";"MA";302
"23758";2015;"Transporte, armazenagem e correio";"MG";4622
"23759";2015;"Transporte, armazenagem e correio";"MS";590
"23760";2015;"Transporte, armazenagem e correio";"MT";840
"23761";2015;"Transporte, armazenagem e correio";"PA";580
"23762";2015;"Transporte, armazenagem e correio";"PB";392
"23763";2015;"Transporte, armazenagem e correio";"PE";1244
"23764";2015;"Transporte, armazenagem e correio";"PI";223
"23765";2015;"Transporte, armazenagem e correio";"PR";2608
"23766";2015;"Transporte, armazenagem e correio";"RJ";3772
"23767";2015;"Transporte, armazenagem e correio";"RN";385
"23768";2015;"Transporte, armazenagem e correio";"RO";221
"23769";2015;"Transporte, armazenagem e correio";"RR";18
"23770";2015;"Transporte, armazenagem e correio";"RS";2068
"23771";2015;"Transporte, armazenagem e correio";"SC";1537
"23772";2015;"Transporte, armazenagem e correio";"SE";214
"23773";2015;"Transporte, armazenagem e correio";"SP";13089
"23774";2015;"Transporte, armazenagem e correio";"TO";273
"23775";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"AC";2
"23776";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"AL";20
"23777";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"AM";16
"23778";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"AP";2
"23779";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"BA";77
"23780";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"CE";59
"23781";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"DF";34
"23782";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"ES";99
"23783";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"EX";6
"23784";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"GO";68
"23785";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"MA";30
"23786";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"MG";226
"23787";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"MS";23
"23788";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"MT";45
"23789";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"PA";39
"23790";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"PB";31
"23791";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"PE";55
"23792";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"PI";16
"23793";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"PR";150
"23794";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"RJ";174
"23795";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"RN";35
"23796";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"RO";15
"23797";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"RR";2
"23798";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"RS";127
"23799";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"SC";91
"23800";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"SE";12
"23801";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"SP";495
"23802";2015;"água, esgoto, atividades de gestão de resíduos e descontaminação";"TO";10
"23803";2016;"Administração pública, defesa e seguridade social";"AL";14
"23804";2016;"Administração pública, defesa e seguridade social";"AM";6
"23805";2016;"Administração pública, defesa e seguridade social";"AP";2
"23806";2016;"Administração pública, defesa e seguridade social";"BA";38
"23807";2016;"Administração pública, defesa e seguridade social";"CE";11
"23808";2016;"Administração pública, defesa e seguridade social";"DF";2
"23809";2016;"Administração pública, defesa e seguridade social";"ES";22
"23810";2016;"Administração pública, defesa e seguridade social";"GO";23
"23811";2016;"Administração pública, defesa e seguridade social";"MA";21
"23812";2016;"Administração pública, defesa e seguridade social";"MG";49
"23813";2016;"Administração pública, defesa e seguridade social";"MS";10
"23814";2016;"Administração pública, defesa e seguridade social";"MT";24
"23815";2016;"Administração pública, defesa e seguridade social";"PA";29
"23816";2016;"Administração pública, defesa e seguridade social";"PB";14
"23817";2016;"Administração pública, defesa e seguridade social";"PE";8
"23818";2016;"Administração pública, defesa e seguridade social";"PI";15
"23819";2016;"Administração pública, defesa e seguridade social";"PR";64
"23820";2016;"Administração pública, defesa e seguridade social";"RJ";15
"23821";2016;"Administração pública, defesa e seguridade social";"RN";10
"23822";2016;"Administração pública, defesa e seguridade social";"RO";5
"23823";2016;"Administração pública, defesa e seguridade social";"RR";2
"23824";2016;"Administração pública, defesa e seguridade social";"RS";33
"23825";2016;"Administração pública, defesa e seguridade social";"SC";37
"23826";2016;"Administração pública, defesa e seguridade social";"SP";50
"23827";2016;"Administração pública, defesa e seguridade social";"TO";7
"23828";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"AC";11
"23829";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"AL";35
"23830";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"AM";13
"23831";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"AP";9
"23832";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"BA";171
"23833";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"CE";81
"23834";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"DF";30
"23835";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"ES";61
"23836";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"EX";3
"23837";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"GO";235
"23838";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MA";56
"23839";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MG";430
"23840";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MS";190
"23841";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MT";269
"23842";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PA";66
"23843";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PB";26
"23844";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PE";70
"23845";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PI";38
"23846";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PR";363
"23847";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RJ";102
"23848";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RN";33
"23849";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RO";30
"23850";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RR";3
"23851";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RS";217
"23852";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"SC";130
"23853";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"SE";10
"23854";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"SP";17177
"23855";2016;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"TO";45
"23856";2016;"Alojamento e alimentação";"AC";93
"23857";2016;"Alojamento e alimentação";"AL";592
"23858";2016;"Alojamento e alimentação";"AM";391
"23859";2016;"Alojamento e alimentação";"AP";84
"23860";2016;"Alojamento e alimentação";"BA";3098
"23861";2016;"Alojamento e alimentação";"CE";1867
"23862";2016;"Alojamento e alimentação";"DF";1079
"23863";2016;"Alojamento e alimentação";"ES";1855
"23864";2016;"Alojamento e alimentação";"EX";6
"23865";2016;"Alojamento e alimentação";"GO";1912
"23866";2016;"Alojamento e alimentação";"MA";560
"23867";2016;"Alojamento e alimentação";"MG";6853
"23868";2016;"Alojamento e alimentação";"MS";849
"23869";2016;"Alojamento e alimentação";"MT";1121
"23870";2016;"Alojamento e alimentação";"PA";1030
"23871";2016;"Alojamento e alimentação";"PB";724
"23872";2016;"Alojamento e alimentação";"PE";1754
"23873";2016;"Alojamento e alimentação";"PI";473
"23874";2016;"Alojamento e alimentação";"PR";3586
"23875";2016;"Alojamento e alimentação";"RJ";7538
"23876";2016;"Alojamento e alimentação";"RN";792
"23877";2016;"Alojamento e alimentação";"RO";294
"23878";2016;"Alojamento e alimentação";"RR";95
"23879";2016;"Alojamento e alimentação";"RS";2971
"23880";2016;"Alojamento e alimentação";"SC";2591
"23881";2016;"Alojamento e alimentação";"SE";331
"23882";2016;"Alojamento e alimentação";"SP";15924
"23883";2016;"Alojamento e alimentação";"TO";392
"23884";2016;"Artes, cultura, esporte e recreação";"AC";17
"23885";2016;"Artes, cultura, esporte e recreação";"AL";84
"23886";2016;"Artes, cultura, esporte e recreação";"AM";65
"23887";2016;"Artes, cultura, esporte e recreação";"AP";29
"23888";2016;"Artes, cultura, esporte e recreação";"BA";542
"23889";2016;"Artes, cultura, esporte e recreação";"CE";316
"23890";2016;"Artes, cultura, esporte e recreação";"DF";243
"23891";2016;"Artes, cultura, esporte e recreação";"ES";243
"23892";2016;"Artes, cultura, esporte e recreação";"EX";5
"23893";2016;"Artes, cultura, esporte e recreação";"GO";275
"23894";2016;"Artes, cultura, esporte e recreação";"MA";108
"23895";2016;"Artes, cultura, esporte e recreação";"MG";1177
"23896";2016;"Artes, cultura, esporte e recreação";"MS";144
"23897";2016;"Artes, cultura, esporte e recreação";"MT";138
"23898";2016;"Artes, cultura, esporte e recreação";"PA";167
"23899";2016;"Artes, cultura, esporte e recreação";"PB";128
"23900";2016;"Artes, cultura, esporte e recreação";"PE";271
"23901";2016;"Artes, cultura, esporte e recreação";"PI";99
"23902";2016;"Artes, cultura, esporte e recreação";"PR";713
"23903";2016;"Artes, cultura, esporte e recreação";"RJ";1352
"23904";2016;"Artes, cultura, esporte e recreação";"RN";161
"23905";2016;"Artes, cultura, esporte e recreação";"RO";44
"23906";2016;"Artes, cultura, esporte e recreação";"RR";5
"23907";2016;"Artes, cultura, esporte e recreação";"RS";754
"23908";2016;"Artes, cultura, esporte e recreação";"SC";525
"23909";2016;"Artes, cultura, esporte e recreação";"SE";72
"23910";2016;"Artes, cultura, esporte e recreação";"SP";3534
"23911";2016;"Artes, cultura, esporte e recreação";"TO";45
"23912";2016;"Atividades administrativas e serviços complementares";"AC";55
